Автор,Оценка,Продавец,Фото,Лайки,Дизлайки,Реакции,Рейтинг,Текст,Час,День,Месяц,Год,Наличие эмодзи,Количество_!,Длина_Текста,sentiment_anger,sentiment_enthusiasm,sentiment_fear,sentiment_happiness,sentiment_neutral,sentiment_sadness,neutral,negative,positive,skip,speech
1,5,1,3,0,0,0,0,"  Отличный холодильник, функции свои выполняет на сто процентов, не шумный, лёд не намерзает (что логично, он же нофрост), работает в режиме ECO, хватает для повседневного использования, всё удобно сделано, единственное что не очень понравилось, это не высокое углубление на торце верхней дверки, часто рука ложится выше этого углубления, производителю ничего не мешало сделать по всей длине двери эту выемку, пользоваться было бы всем удобно, людям с любым ростом. В целом покупкой доволен, рекомендую.",3,17,6,2024,0,0,6,False,False,False,True,False,False,0.11,0.33,0.26,0.16,0.01
0,5,1,0,0,0,0,0,"Система ноу фрост, большая морозильная камера, дизайн. холодильник очень понравился, цена супер, много где смотрела на Мегамаркете самое выгодное предложение. Доставка очень понравилась, вежливые менеджеры и ребята которые привезли. Позвонили заранее, согласовали время. Сервис на 5+ всем советую. нет Система ноу фрост, большая морозильная камера, дизайн. холодильник очень понравился, цена супер, много где смотрела на Мегамаркете самое выгодное предложение. Доставка очень понравилась, вежливые менеджеры и ребята которые привезли. Позвонили заранее, согласовали время. Сервис на 5+ всем советую.",15,2,1,2024,0,0,6,False,False,False,True,False,False,0.35,0.32,0.1,0.11,0.01
1,5,1,0,0,0,0,0,"В коментарии шумноват, нет нормального отсека для яиц Что сказать, за свои деньги более чем отлично. Есть определённые минусы. Например по мне так шумноват. Хотя если будет стоять подальше от комнат, то нормально. Для студий скорее не пойдёт, так как будет мешать спать. Нет нормального отсека для яиц. Но это не проблема, докупили отдельно. Морозит шикарно. С холодильником тоже проблем нет. Еда хранится намного дольше, чем в нашем старом. В целом можно поставить 9+ по 10 бальной шкале. Хотя, требовать большего от холодильника за 30000 глупо. А с баллами и промокодами от Мегамаркета так вообще идеально.",11,12,2,2024,0,0,7,False,True,False,False,False,False,0.28,0.26,0.13,0.29,0.01
1,5,1,0,0,0,0,0,"итак, накрылся старый холодильник, начали рассматривать варианты, и что могу сказать. никто теперь не даёт гарантии,что холодильник будет работать и не сломается через год. поэтому тут все на свой страх и риск. этот холодильник привлек ценой, системой no frost в обоих отделениях. он достаточно большой. был упакован в заводской упаковке. достаточно стильный, минималистичный. рассматривали без электронного табло. короче, пока все устраивает. не скажу, что тихий и не скажу что громкий. из бюджетных вариантов самое оптимальное. надеюсь не будет холодильник как холодильник, лишь бы работал",20,22,4,2024,0,0,6,False,False,False,False,True,False,0.76,0.19,0.08,0.09,0.0
1,4,1,0,2,0,2,2,"Холодильник в целом понравился. Купили взамен Стинола, который проработал 22 года и приказал долго жить. Надеюсь этот тоже проработает не меньше 😃😃😃. Мало позиций для регулировки полок в холодильной отделении, в старом было больше. На заводе стали комплектовать   3мя балконами на двери, вместо 4х, как было раньше. Ж - жадность. Некоторые пишут, что шумно работает. Из своего опыта, могу сказать, что это зависит от напряжения в сети. Чем меньше напряжение, тем тише и наоборот. В среднем нормально, тише чем старый Стинол уж точно.",23,8,11,2023,1,0,6,False,False,False,False,True,False,0.21,0.23,0.2,0.17,0.03
1,5,1,4,4,0,4,4,"Красив, вместителен, дверки на обе стороны. На данном этапе использования их нет. Холодильник великолепен.Свою функцию выполняет. Многие жалуются на его ""шумнось"", но со своей стороны могу сказать:""Его слышно, но не больше, чем должно быть. Он же работает)))"".Очень довольна покупкой, а то, что его ещё и размораживать не нужно будет, ещё больше радует.Продавца рекомендую. Доставка прошла без лишних слов и заморочек, всё четко и по делу. Спасибо.",17,22,10,2023,0,0,5,False,False,False,True,False,False,0.2,0.24,0.2,0.19,0.02
1,5,1,0,7,0,7,7,"цена, скрытые ручки, простота в ремонте да все хорошо классический холодильник для тех, кто непритязателен и не гонится за всякой мишурой типа лед подсветка и режимы охлаждения всякие. чем меньше наворотов тем дольше прослужит аппарат. к тому же запчасти на Индезит есть везде и не дорого, так что в случае чего ремонт не сильно ударит по карману и по срокам)) По функционалу в холодильнику есть все необходимое, и отсеки и приблуда для яиц и супер заморозка присутствует, ну и по цене это самый доступный холодильник из всех на рынке (всякие беко Я в расчет не беру)",9,10,2,2023,0,0,6,False,True,False,False,False,False,0.27,0.26,0.13,0.15,0.03
1,4,1,1,0,0,0,0,"  холодильник хороший, холодильная камера большая. морозильные ящики меньше, чем у старого холодильника, пытаюсь привыкнуть)))) единственное,что смущает - звук. мотор гудит, понятно, он меня не напрягает. а вот мышиный писк какой то прям по началу уши резал. как я поняла у новых холодильников это часто и норма. звонила по телефону горячей линии в сервисные центр - проблемы не увидели. я уже привыкла конечно, но думаю все равно пригласить специалиста для проверки.",17,8,3,2024,0,0,5,False,False,False,True,False,False,0.49,0.11,0.14,0.14,0.01
1,5,1,0,8,63,71,-55,Для меня это шампунь номер 1 Цена иногда может повергнуть в шок Шампунь Head and Shoulders Яблочная свежесть объёмом 400 миллилитров - ему я отдаю предпочтение уже третий год подряд!,8,15,9,2022,0,1,2,True,False,False,False,False,False,0.21,0.26,0.32,0.14,0.01
1,5,1,0,1,36,37,-35,"Помогает от перхоти, аромат и свежесть волос Нет Я использовала шампунь Head & Shoulders яблочная свежесть 400 мл в течение нескольких недель, и я очень довольна результатами.",20,6,7,2023,0,0,2,False,False,False,True,False,False,0.22,0.29,0.28,0.12,0.01
0,4,1,0,0,0,0,0,"  Этот шампунь яблочной свежести просто невероятно хорош! Мне он очень понравился, и я бы хотел поделиться своими впечатлениями.",10,22,3,2024,0,1,2,False,False,False,True,False,False,0.15,0.28,0.23,0.29,0.0
0,5,1,0,0,13,13,-13,"  Шампунь Head & Shoulders Яблочная свежесть 400 мл просто чудо! Я в восторге от него, такого эффективного и приятного в использовании продукта давно не встречал. Когда я увидел его на сайте интернет-магазина ""Мегамаркет"", сразу добавил его в корзину, и не пожалел об этом.",17,12,2,2024,0,1,3,False,False,False,True,False,False,0.33,0.09,0.28,0.1,0.01
0,5,1,0,0,0,0,0,"  Очарованы товаром Шампуня Head & Shoulders Яблочная свежесть на 400 мл! Это действительно прекрасный продукт, который оставил на меня незабываемое впечатление. Однажды, делая покупки в интернет-магазине Мегамаркет, я наткнулся на этот шампунь и решил попробовать. Уже после первого применения я почувствовал свежесть и легкость в волосах, а аромат яблока придавал им приятную нотку.",19,22,2,2024,0,1,4,False,False,False,False,True,False,0.47,0.24,0.11,0.13,0.01
1,5,1,1,0,11,11,-11,"Отличный шампунь Нет успокаивает зуд и раздражение кожи головы, что делает его идеальным для людей с чувствительной кожей.",4,26,12,2023,0,0,2,False,False,False,True,False,False,0.51,0.05,0.05,0.28,0.0
1,5,1,1,0,21,21,-21,"ромат впросто волшебный! Сочный, искрящийся, как будто легкая парфюмерная вода! Аромат держится на волосах несколько дней, не надоедает и не раздражает. За это ставлю большой плюс!  Аромат этой серии мне очень импонирует, он свежий, яркий, довольно вкусный.",14,20,2,2023,0,3,3,False,False,False,True,False,False,0.28,0.2,0.14,0.08,0.07
1,1,1,0,28,0,28,28,"Нет Отвратительное качетсво. Ни в какое сравнение из обычных сетевых магазинов не идет. ПОРТИТ ЗДОРОВЬЕ! Пользуюсь данной маркой всю жизнь. Решил заказать здесь. Как только начал использовать сразу подумал, что чтото неладное. Консистенция гораздо жиже чем раньше. Выливается сквозь пальцы. Но подумал, что это просто отличительное качетсво данного вкуса (заказывал с яблоком)",19,16,12,2023,0,1,4,False,True,False,False,False,False,0.86,0.09,0.15,0.04,0.01
1,5,1,0,1,8,9,-7,"Очищает кожу головы, волосы  становятся мягкими,легкий яблочный аромат. Не нашла. В описании указано, что шампунь предназначен для мужчин, избавляет от перхоти. Я взяла этот шампунь применительно к своим волосам. Он хорошо подходит для ломких и тусклых волос. Избавляет ли он от перхоти не знаю, так как не имею её,а вот после мытья мои волосы становятся мягкими, гладкими и имеют лёгкий яблочный аромат. Можно даже не использовать  бальзам, волосы расчесываются легко. Также хорошо очищает кожу головы. Я использую укладочные средства и все это промывается с одного раза до скрипа, поскольку шампунь густой, пенится отлично и получается экономно. Шампунь имеет слегка зеленоватый перламутровый цвет. Волосы увлажняются, блестят и дольше остаются чистыми. Шампунем довольна и могу рекомендовать и мужчинам и женщинам.",12,16,6,2022,0,0,9,False,False,False,True,False,False,0.86,0.09,0.15,0.04,0.01
1,5,1,0,0,3,3,-3,"Head & Shoulders славится своей эффективностью в борьбе с перхотью и зудом на коже головы. ""Яблочная свежесть"" не исключение, и он помог мне решить проблему перхоти. Шампунь содержит сульфаты, которые могут быть сушащими для некоторых типов волос и кожи головы., У некоторых людей могут возникать раздражения или аллергические реакции на состав шампуня. В целом, Head & Shoulders ""Яблочная свежесть"" - это хороший выбор для тех, кто страдает от перхоти или зуда на коже головы. Он эффективен в решении этих проблем и придает волосам свежий аромат. Однако стоит учитывать наличие сульфатов и возможные реакции кожи.",18,16,10,2023,0,0,7,False,True,False,False,False,False,0.66,0.47,0.03,0.16,0.0
1,5,1,1,0,9,9,-9,"Очень вкусно пахнет ,подходит и мужчинам и женщинам ,экономичный расход , мягкие волосы после него Нет Давно искала шампунь, который бы отвечал ВСЕМ моим требованиям. Однажды у подруги увидела этот такой флакон и подумала: ""С яблоком? Забавно! Что дальше? С огурцом? Малосольным?"" Но когда я его применила по назначению.... Я влюбилась! Это было волшебно! Мягкая, обильная пена, глубокое очищение, отсутствие признаков себореи, блеск по всей длине волос и...аромат. Пьянящий и бодрящий одновременно запах зеленого сочного яблока! Заряд энергии гарантирован, жить хочется! Теперь мое утро начинается не с кофе, а с головомойки во всех смыслах!",7,10,10,2023,0,4,7,False,False,False,True,False,False,0.64,0.09,0.26,0.1,0.0
1,5,1,3,0,10,10,-10,"потрясающий яблочный аромат! Не всем подходит шампунь густенький, имеет голубовато-зеленоватый оттенок. Наносится на волосы отлично, расходуется очень экономично. Отлично пенится, превосходно промывает волосы. Смывается легко, без особых усилий. Можно использовать его и без бальзама, т. к. волосы после использования этого шампуня и так очень мягкие и гладкие, отлично расчёсываются, блестят, легко укладываются, в общем выглядят шикарно, Вообще, волосы у меня слегка склонны к жирности (мою раз в 2 дня), а с этим шампунем они дольше сохраняют лёгкость и свежесть – просто отлично. Но мужу к сожалению он не подошел.",13,28,5,2023,0,1,7,False,False,False,True,False,False,0.74,0.13,0.07,0.06,0.01
1,5,1,0,0,2,2,-2,"Мужской шампунь известного производителя, для всех типов волос, отлично очищает и защищает их от перхоти на длительное время, малый расход, хватает на долго, средней густоты с яблочным ароматом, без вредных добавок, упакован герметично, прочно, обьем 400 мл. Замечаний по шампуню, упаковке нет. Вот купила мужу шампунь для повседневного мытья волос головы и защиты от перхоти, он очень им доволен, расход минимальный, на долго значит хватит, пенится хорошо, отлично промывает волосы, оставляя надолго после себя яблочный аромат, после его применения волосы мягкие и гладкие, не вызывает зуда и аллергических реакций, всем рекомендую этот шампунь к покупке, будет довольны.",8,17,2,2023,0,0,7,False,False,False,True,False,False,0.16,0.15,0.19,0.23,0.0
0,5,1,4,0,6,6,-6,"Мне понравился. Вроде оригинал. По крайней мере такой же брали в обычном магазине. Один в один. Запах приятный. Констистенция густая, нежного светло зеленого цвета. Запах зеленого яблока. После мытья волос все нормально. Будем брать товар еще. Пока не выявили. В целом товаром и ценой мы довольны. Вроде оригинал. По крайней мере такой же брали в обычном магазине. Один в один. Запах шампуня  приятный. Констистенция густая, нежного светло зеленого цвета. Запах зеленого яблока. После мытья волос все нормально. Будем брать товар еще.",18,14,1,2024,0,0,6,False,False,False,True,False,False,0.46,0.09,0.15,0.1,0.03
1,5,1,0,0,0,0,0,"Шампунь Head&Shoulders «Яблочная свежесть» очищает голову, уменьшает зуд и очень приятно пахнет  Шампунь Яблочная свежесть эффективно очищает волосы, придавая приятный стойкий аромат и даря ощущение свежести",6,4,2,2023,0,0,3,False,False,False,False,True,False,0.45,0.09,0.33,0.06,0.01
1,5,1,0,0,1,1,-1,"Положительные Отсутствуют Шампунь Head Shoulders яблочная свежесть объёмом 400 мл. полностью соответствует заявленным характеристикам. Шампунь однозначно стоит своих денег. Мне лично этот шампунь подходит хорошо и очень нравиться. О перхоти даже и говорить не стоит, потому что она отсутствует.Запах приятный,волосы после мытья очень приятные на ощупь.Волос остаётся чистым долгое время. Расход шампуня тоже очень радует, буквально объемом с горошину хватает шампуня для того чтобы помыть голову.Поэтому  данного шампуня хватает очень надолго. Покупкой доволен, тем более цена радует. Доставка своевременная.",6,28,3,2023,0,0,7,False,False,False,True,False,False,0.33,0.17,0.25,0.07,0.03
0,5,1,0,0,2,2,-2,"  самое забавное началось, когда я начал наносить шампунь на волосы. Я сразу же почувствовал, как мои волосы стали мягкими и блестящими, а моя голова начала пахнуть яблочным пирогом. Я даже подумал, что если бы у меня были яблоки на голове, то они были бы самыми красивыми и блестящими в саду!",12,2,2,2024,0,1,3,False,False,False,True,False,False,0.76,0.26,0.02,0.1,0.01
1,5,1,0,0,0,0,0,"Хорошо пенится, от этого маленький расход Цена Приобрел Шампунь Head & Shoulders Яблочная свежесть 400 мл",15,4,12,2023,0,0,2,False,False,False,False,True,False,0.45,0.23,0.14,0.15,0.01
0,2,1,0,3,0,3,3,"Приятный запах. Жесткость волос. Зуд. Сам шампунь представляет из себя более жидкую субстанцию чем оригинал. Это подделка. Когда принес курьер, я заметил что скотч нанесен прямо на защёлку, при этом задевая срок. Отклеил скотч и получилось, что снёс срок)) По прошествии недели с момента использования начался зуд на голове. Причем я пользуюсь еженедельно лечебным шампунем, если бы им не пользовался, то было бы ещё хуже. Обращайте внимание на продавца. Также старайтесь не вестись на минимальные цены. В моём случае досталась полуразбавленная бодяга...",8,28,12,2023,0,0,6,False,True,False,False,False,False,0.35,0.29,0.04,0.38,0.02
1,4,1,0,1,0,1,1,"Промывает, подходит крашенным блондинкам Был вскрытый колпачок 1. Характеристики доставки:",19,29,3,2024,0,0,1,False,False,False,False,True,False,0.52,0.18,0.17,0.11,0.01
1,5,1,0,20,27,47,-7,"приятный аромат нет Мне, как обладательнице жирной кожи головы, всегда было сложно подобрать уходовые средства и хочу отметить, что все те, которые я использовала ранее, не справлялись с поставленными задачами. Но все изменилось, когда я случайным образом познакомилась с шампунем Olli.",15,14,1,2023,0,0,3,False,False,False,False,True,False,0.29,0.38,0.11,0.16,0.01
1,5,1,0,0,0,0,0,  Я недавно приобрел шампунь Ollin Professional Service Line Daily Shampoo объемом 1000 мл и хочу поделиться своим мнением об этом продукте .,9,25,2,2024,0,0,2,False,False,False,True,False,False,0.24,0.33,0.16,0.17,0.02
1,5,1,0,0,0,0,0,  Я недавно приобрел шампунь Ollin Professional Service Line Daily Shampoo объемом 1000 мл и хочу поделиться своим мнением об этом продукте .,9,25,2,2024,0,0,2,False,False,False,True,False,False,0.27,0.2,0.17,0.09,0.03
1,5,1,0,11,17,28,-6,"Соотношение цены и объема продукта Их нет Прозрачный гель, немного жидковатый, запах чисто салонный. Если часто пользоваться, наверное, надоест.",14,6,11,2022,0,0,2,False,False,False,False,True,False,0.35,0.26,0.14,0.13,0.02
0,5,1,0,1,28,29,-27,  Шампунь Ollin Professional Service Line Daily Shampoo - это отличное средство для ежедневного ухода за волосами. Я использовал его в течение продолжительного времени и хочу поделиться своими впечатлениями.,13,23,10,2023,0,0,3,False,False,False,False,True,False,0.36,0.13,0.31,0.04,0.01
0,5,1,0,1,15,16,-14,"Мне нравится торговая марка Ollin, поэтому покупаю шампунь сразу большого объёма, в нем целый литр. Это удобно, так как хватает на длительный срок. Я приобрела шампунь для ежедневного использования pH 5,5. На обратной стороне есть информация для потребителя. Указан способ применения, состав и срок годности. Производитель даёт рекомендацию - нанести на волосы, подождать 1-2 минуты и тщательно смыть. нет Рекомендую",10,22,4,2023,0,0,5,False,False,False,True,False,False,0.41,0.17,0.21,0.05,0.02
1,5,1,4,4,1,5,3,"Хорошо пенится и промывает, низкая цена, быстрая доставка! Не обнаружила! Первый раз заказала такой шампунь в большом объёме 1 л.",7,1,11,2023,0,2,2,False,False,False,True,False,False,0.38,0.2,0.12,0.15,0.02
1,5,1,2,0,0,0,0,"Отличный шампунь!  Думаю, что кто заказывает такой объём (5000 мл), знает о всех достоинствах этого шампуня). Хочу сказать лишь то, что нам он (в отличие от других серий этого же бренда) подошёл всей семье – и мальчикам, и девочкам, и взрослым, и (особенно!) детям-подросткам с чувствительной кожей головы и длинными волосами)) Вот поэтому и решили взять большой объём (раньше брали 1 л), т. к. расход идёт интенсивный. Отдельное внимание хочу уделить доставке. Шампунь пришел в картонной коробке (целой, неповреждённой транспортировкой), внутри просто завернут в бумагу, крышка канистры заботливо обмотана скотчем. Дополнительно внутри коробки лежит накладная и маленький презент в виде пробника) Шампунь свежий, произведён 1,5 месяца назад, срок годности – 3 года. Товар рекомендую к приобретению всем – как для профессионального, так и для домашнего использования. Спасибо производителю за качественный и доступный продукт, продавцу – за доставку, Мегамаркету – за кешбэк!",4,27,3,2024,0,3,10,False,False,False,True,False,False,0.34,0.23,0.24,0.11,0.01
1,5,1,1,1,8,9,-7,"Большой размер, цена, экономичность Не нашла Шампунь Ollin - это настоящее открытие для моих волос! Я в восторге от результатов, которые он достигает.",22,15,11,2023,0,1,2,False,False,False,True,False,False,0.23,0.19,0.23,0.15,0.0
1,5,1,0,2,6,8,-4,"На мегамаркете бывают очень классные акции на разные товары, в этот раз была акция на профессиональные шампуни больших объёмов, запах у шампуня очень приятный, ненавязчивый, цвет естественный, со своей задачей справляется на отлично, волосы становятся чистые и блестят, соответствует заявленным свойствам, консистенция в меру густая, не растекается слишком сильно, расходуется экономично, шампунь отлично пенится и хорошо промывает волосы, волосы выглядят более мягкими и ухоженными, рекомендую Нет Шампунь Ollin Professional Service Line Daily Shampoo 1000 мл. На мегамаркете бывают очень классные акции на разные товары, в этот раз была акция на профессиональные шампуни больших объёмов, запах у шампуня очень приятный, ненавязчивый, цвет естественный, со своей задачей справляется на отлично, волосы становятся чистые и блестят, соответствует заявленным свойствам, консистенция в меру густая, не растекается слишком сильно, расходуется экономично, шампунь отлично пенится и хорошо промывает волосы, волосы выглядят более мягкими и ухоженными, рекомендую",2,25,9,2023,0,0,11,False,False,False,True,False,False,0.62,0.19,0.07,0.12,0.01
1,2,1,2,0,0,0,0,"Нет Подделка Заказываю этот шампунь далеко не в первый раз, но, по всей видимости, заказывала у доугого продавца",10,22,4,2024,0,0,2,False,True,False,False,False,False,0.53,0.36,0.07,0.12,0.01
1,5,1,0,4,6,10,-2,"  Очень переживала насчет покупки данного шампуня. Волосы у меня густые. Немного вьющиеся в разные стороны. До сих пор не нашла своего фаворита. Решила попробовать профессиональный шампунь. Он был по промокоду около 250 рублей. Для моих волос самое главное это хорошо промыть волосы, которые далее будут легкими и не будут утяжелять волосы чрезмерным увлажнением, какой эффект дает допустим шампунь клеар. Текстура шампуня жидкая. Но нужно уметь правильно распределить шампунь по рукам, а далее уже наносить на голову, так он меньше расходуется. Запаха от шампуня практически нет. Но в дуэте с кондиционером потом благоухаешь как после салона. Шампунь полностью оправдал мои желания. Волосы легкие, воздушные, рассыпчатые и как мне показалось ушла лишняя пушистость. Волосы не так сильно электризуются и не вьются как от других шампуней. Объем большой. В целом и за 600 рублей отличная покупка. Сейчас на на любой шампунь цена минимум 400 рублей за меньший в два раза объем. Тем, у кого волосы тяжелые - рекомендую данный шампунь. Он пушка",15,1,1,2023,0,0,11,False,False,False,True,False,False,0.41,0.15,0.38,0.04,0.01
1,5,1,0,4,2,6,2,"Заказываю уже не первый раз! Я в восторге!!!Дизайн у Оллин простой, у меня бутылка на 1000 мл, т.к у меня волосы тонкие, то купила увлажняющий шампунь ,чтоб не утяжелять их, был у меня еще с кератином. Нет Дизайн у Оллин простой, у меня бутылка на 1000 мл, т.к у меня волосы тонкие, то купила увлажняющий шампунь,чтоб не утяжелять их, был у меня еще с кератином.",8,9,11,2022,0,4,4,False,False,False,True,False,False,0.33,0.39,0.07,0.12,0.03
1,5,1,1,8,2,10,6,"хороший шампунь  покупала обычные шампуни из рекламы по телевизору, но как то разговорились с парикмахером и она мне посоветовала шампунь Олин, но обязательно с ph 5,5. Дело в том, что я как раз сделала мелирование и волосу нужно было хорошее увлажнение и сохранение цвета, а как оказалось от обычных шампуней состав вымывается быстрее.",11,29,3,2022,0,0,4,False,False,False,True,False,False,0.3,0.3,0.14,0.15,0.01
0,1,1,0,8,1,9,7,"выгодная цена для меня одни минусы Купила данный шампунь по восторженным отзывам. В этом и была моя ошибка, а может мне просто прислали подделку. Я меняю часто шампуни, чтобы не было привыкания. Но с таким я столкнулась впервые. Волосы при нанесении уже сразу превращаються в солому, становятся настолько жёсткие, как помыть волосы хозяйственным мылом. Не спасает филлер от Ладор, ни маска от Ладор и Эстель. Всё равно волосы очень жёсткие остаются. Я даже пробовала перед применением шампуня, наносить кондиционер на длину волос, но и это не спасает. Я не знаю что мне прислали под видом этого шампуня, потому что даже если помыть самым дешёвым шампунем,  такого не будет. С таким я столкнулась впервые, хотя каким я только шампунем не пользовалась. Теперь пойдёт как средство для мытья пола.  После этого шампуня, отказалась от доставки косметических средств через интернет магазины. Только догадываться, что тебе зальют.",20,29,3,2023,0,0,10,False,False,False,True,False,False,0.23,0.24,0.1,0.23,0.02
1,5,1,0,1,0,1,1,"Цена, обьем, дозатор Не нашел Оставляю комментарий спустя 3 месяца использования этими средствами, их мне посоветовала мастер. раньше не понимала зачем покупать дорогие средства, считала, что одного шампуня вполне достаточно, ну и иногда бальзам. но прислушалась к совету мастера после слов о том, что волосы у меня сухие, секущиеся, в общем в плохом состоянии. и вот пользуюсь и не нарадуюсь никак, волосы стали просто шикарные, конечно добавляю еще уход, помимо шампуня и бальзама, но они тоже играют не маленькую роль в хорошем состоянии моих волос. расход очень минимальный- два нажатия шампуня и два нажатия бальзама хватает с головой. спустя такое количество времени, средства осталось больше половины! думаю хватит еще на полгода. мою голову не каждый день, раза 3-4 в неделю. поэтому, смело могу сказать, лучшие средства для меня! рекомендую!",15,27,1,2024,0,3,9,False,False,False,True,False,False,0.45,0.31,0.04,0.22,0.02
1,5,1,1,1,0,1,1,"большой объем,  надёжная упаковка, приятный аромат, минимальный расход не нашла Пришёл надёжно упакованный, в коробке с наполнителем и горлышко было дополнительно в скотче.",14,5,5,2024,0,0,2,False,False,False,False,True,False,0.17,0.29,0.19,0.27,0.01
0,1,1,1,0,0,0,0,"Запах приятный, на этом всё Заказала 11.05.23 доставка в ПВЗ 24.05.23, как бы уже нечего не хотелось. Но сам Мегамаркет изменил доставку из пвз в отделение Сбербанк 👎🏼 «супер», как все сделано отвоатмтено! В службу поддержки, я отправила вопросы в пустоту (боту), столько нервов вымотали. Тысячу раз прокляла то желание, заказать на данном «сервисе». Вишенка на торте, шампунь разбит. Из 1л осталось максимум 0,5! Я никогда больше не закажу ничего Мегамаркет (СБЕРМАРКЕТ)! Самое отвратительное место. Научитесь упаковывать не в пленку литр шампуня. Чтоб вам так все доставляли. Всю жизнь, чтоб любая доставка приходила тебе продавцу, так же как ты отправляешь это людям! 👏🏼",16,24,5,2023,1,4,7,False,False,False,True,False,False,0.21,0.25,0.2,0.18,0.01
0,5,1,4,1,0,1,1,Действительно очень хороший шампунь для ежедневного использования нет минусов) Неоднократно приобретала товары от данной фирмы.,7,11,6,2024,0,0,2,False,False,False,True,False,False,0.55,0.12,0.2,0.06,0.0
1,5,1,0,10,162,172,-152,"Компактная швабра с ведром и отжимом - это незаменимый инструмент для уборки вашего дома. Эта швабра имеет множество преимуществ, которые делают процесс уборки более эффективным и удобным. малоппрочный пластик рекомендую",5,1,2,2024,0,0,3,False,False,False,False,True,False,0.35,0.11,0.21,0.14,0.02
1,5,1,2,62,68,130,-6,"швабра с отжимом,поворачивается на 360,двухкамерное компактное ведро,хорошая насадка из микрофибры сборку комплектующих проводить аккуратно Здравствуйте!Уже опробовала швабру с отжимом и ведром ASI accessories,комплект неплохой.Ведро двухкамерное,пластик,имеются внизу отверстия для слива.Швабра достаточно длинная,поворачивается на 360 градусов,легко огибая углы ,мебель и разные препятствия,насадка из микрофибры,эффективно собирает грязь,волосы,шерсть.Такая насадка удерживает воду до 75% лучше,чем хлопок.В комплекте 2 такие насадки.Товар пришёл очень компактно упакован,без повреждений,в коробке.Основная проблема может возникнуть при сборке комплекта.Трубки вкручиваются быстро,а вот насадку со шваброй нужно аккуратно ,желательно в х/б перчатках ,насадить по пластиковым пазам,чуть поджав пластиковый язычок,но очень аккуратно,чтобы не поломать.Сначала подумала,что брак,но посмотрев дополнительно видео в youtube,поняла как правильно собрать,не поломав.Насадка из микрофибры у данного продавца одевается на пластиковые пазы  с одной стороны,а вторая половина насадки крепится на липучку,поэтому на пластиковой насадке липучка до половины,это не брак,насадка крепится надежно .Сгибается швабра с одной стороны,есть один паз(до щелчка).С применением бонусных рублей комплект обошёлся в 170 рублей .В целом набор хороший,продавца рекомендую.Займет в доме мало места,хранить очень удобно,быстро сохнет насадка,удобно снимать,можно сливать воду через отверстия внизу.",11,12,5,2023,0,1,15,False,False,False,True,False,False,0.28,0.46,0.07,0.06,0.01
0,5,1,0,2,112,114,-110,"  Швабра с отжимом и ведром ASI accessories микрофибра - это просто невероятный инструмент для уборки, который делает процесс уборки намного проще и эффективнее. Я уже давно пользуюсь этой шваброй, и она не перестает меня удивлять своей функциональностью и удобством использования.",3,23,1,2024,0,0,3,False,False,False,False,True,False,0.31,0.4,0.15,0.11,0.02
1,5,1,0,21,0,21,21,"Свою функцию выполняет. Размер ведра маленький. Для начала скажу, что на фото нихрена не понимается, что ведро маленькое (нужно было видеть моё лицо при распаковке). 👈😁",12,26,2,2024,1,0,2,False,False,False,False,True,False,0.25,0.29,0.15,0.11,0.02
